index,stem,choices,true_label,model_reply,extracted_key,predicted_label,correct
<built-in function id>,A entellus and a basset are both a type of [MASK] ,mammal | primate | dog,0,C,C,2,0
<built-in function id>,A fennel and a linguine are both a type of [MASK] ,pasta | organism | food,2,A,A,0,0
<built-in function id>,A linguine and a rotgut are both a type of [MASK] ,pasta | alcohol | food,2,B,B,1,0
<built-in function id>,A rotgut and a potage are both a type of [MASK] ,food | alcohol | soup,0,C,C,2,0
<built-in function id>,A potage and a koumiss are both a type of [MASK] ,soup | alcohol | food,2,A,A,0,0
<built-in function id>,A sushi and a koumiss are both a type of [MASK] ,food | alcohol | dish,0,A,A,0,1
<built-in function id>,A koumiss and a spinach are both a type of [MASK] ,alcohol | food | organism,1,B,B,1,1
<built-in function id>,A spinach and a bourbon are both a type of [MASK] ,food | alcohol | organism,0,B,B,1,0
<built-in function id>,A porgy and a chicken are both a type of [MASK] ,food | fish | bird,0,C,C,2,0
<built-in function id>,A chicken and a bourbon are both a type of [MASK] ,alcohol | organism | food,2,C,C,2,1
<built-in function id>,A bourbon and a hardtack are both a type of [MASK] ,alcohol | food | organism,1,B,B,1,1
<built-in function id>,A hardtack and a phosphate are both a type of [MASK] ,substance | organism | food,2,C,C,2,1
<built-in function id>,A phosphate and a barley are both a type of [MASK] ,food | organism | substance,0,A,A,0,1
<built-in function id>,A barley and a champagne are both a type of [MASK] ,organism | alcohol | food,2,B,B,1,0
<built-in function id>,A champagne and a zabaglione are both a type of [MASK] ,food | alcohol | dessert,0,C,C,2,0
<built-in function id>,A julep and a zabaglione are both a type of [MASK] ,food | dessert | alcohol,0,B,B,1,0
<built-in function id>,A zabaglione and a parsley are both a type of [MASK] ,dessert | organism | food,2,C,C,2,1
<built-in function id>,A parsley and a lunch are both a type of [MASK] ,food | meal | organism,0,A,A,0,1
<built-in function id>,A sassafras and a lunch are both a type of [MASK] ,meal | food | organism,1,B,B,1,1
<built-in function id>,A lunch and a pilaf are both a type of [MASK] ,dish | food | meal,1,A,A,0,0
<built-in function id>,A pilaf and a chitterlings are both a type of [MASK] ,meat | food | dish,1,B,B,1,1
<built-in function id>,A chitterlings and a agar are both a type of [MASK] ,food | meat | substance,0,A,A,0,1
<built-in function id>,A halal and a agar are both a type of [MASK] ,meat | substance | food,2,C,C,2,1
<built-in function id>,A agar and a nougat are both a type of [MASK] ,food | substance | candy,0,C,C,2,0
<built-in function id>,A nougat and a gorgonzola are both a type of [MASK] ,food | candy | cheese,0,C,C,2,0
<built-in function id>,A gorgonzola and a poteen are both a type of [MASK] ,alcohol | food | cheese,1,C,C,2,0
<built-in function id>,A poteen and a bonito are both a type of [MASK] ,food | alcohol | organism,0,C,C,2,0
<built-in function id>,A bonito and a raita are both a type of [MASK] ,dish | food | organism,1,B,B,1,1
<built-in function id>,A raita and a taffy are both a type of [MASK] ,food | dish | candy,0,C,C,2,0
<built-in function id>,A taffy and a bleu are both a type of [MASK] ,cheese | candy | food,2,B,B,1,0
<built-in function id>,A bleu and a kummel are both a type of [MASK] ,cheese | alcohol | food,2,B,B,1,0
<built-in function id>,A kummel and a ratatouille are both a type of [MASK] ,alcohol | food | dish,1,B,B,1,1
<built-in function id>,A ratatouille and a applejack are both a type of [MASK] ,alcohol | food | dish,1,A,A,0,0
<built-in function id>,A applejack and a flummery are both a type of [MASK] ,dessert | alcohol | food,2,A,A,0,0
<built-in function id>,A flummery and a turmeric are both a type of [MASK] ,food | organism | dessert,0,A,A,0,1
<built-in function id>,A turmeric and a bisque are both a type of [MASK] ,food | organism | dish,0,C,C,2,0
